agape church, inc. v. f.c.c., 738 f.3d 397|47 usc 534(b)(7)|47 usc 534(b)(7); 47 usc 534(b)(4)(b)|47 usc 534|47 usc 534(b)(4)(a)|
agro dutch industries ltd. v. u.s., 508 f.3d 1024, 1031(fed cir. 2007)|19 usc 1675(a)(4)|19 usc 1675(a)(4); 19 usc 1677(33)|19 usc 1675; 19 usc 1677|19 usc 1677a|
ahmed v. ashcroft, 341 f.3d 214, 217(3d cir. 2003)|.|8 usc 1101(a)(42)(a)|8 usc 1101|.|.
ahmed v. gonzales, 432 f.3d 709, 711(7th cir. 2005)|.|8 usc 1229a(b)(5)(a)|8 usc 1229a|.|.
aid ass'n for lutherans v. u.s. postal service, 321 f.3d 1166, 1175-76(d.c. cir. 2003)|39 usc 3626(j)(1)(b)|39 usc 3626(j)(1)(b)|39 usc 3626|.|.
air transport ass'n v. national dep't of transp., 613 f.3d 206, 213-14, 218(d.c. cir 2010)|49 usc 47107(a)(1); 49 usc 40116(e)(2)|49 usc 47107(a)(1); 49 usc 40116(e)(2)|49 usc 47107; 49 usc 40116|49 usc 47129(b)|
air transport ass'n v. national mediation board, 663 f.3d 476, 480-81, 489(d.c.cir. 2011)|.|45 usc 152, fourth|45 usc 152|45 usc 154|
akhtar v. burzynski, 384 f.3d 1193, 1199-1200, 1203(9th cir. 2004)|.|8 usc 1101(a)(15)(v); 8 usc 1153(a)(2)(a); 8 usc 1184(q)(1); 8 usc 1255(i)|8 usc 1101; 8 usc 1153; 8 usc 1184; 8 usc 1255||
akhtar v. gonzales, 450 f.3d 587, 594-95(5th cir. 2006)|.|8 usc 1255(a); 8 usc 1252(a)(2)(b)(i)|8 usc 1255; 8 usc 1252||
akram v. holder, 721 f.3d 853||8 usc 1101(a)(15)(k)|8 usc 1101|8 usc 1101(a)(15)(b); 8 usc 1255(d)|8 usc 1255(d)
alabama educ. ass'n v. chao, 455 f.3d 386, 388-89, 393, 396-97(d.c. cir. 2006)|29 usc 402(3)(j)(5)|29 usc 203(3)(j)(5); 29 usc 402(3)(i)|29 usc 402|.|.
alabama environmental council v. adm'r of epa, 711 f.3d 1277, 1292-93, 1297-98(11th cir. 2013)|42 usc 7410(k)(6); 42 usc 7410(i)|42 usc 7410(k)(6); 42 usc 7410(i)|42 usc 7410|42 usc 7410(k)(5)|.
alabama environmental council v. adm'r of epa, 711 f.3d 1277, 1292-93, 1297-98(11th cir. 2013)|42 usc 7410(k)(6); 42 usc 7410(i)|42 usc 7410(k)(6); 42 usc 7410(i)|42 usc 7410|42 usc 7410(k)(5)|.
alaka v. attorney general of u.s., 456 f.3d 88, 109(3d cir. 2006)|8 usc 1231(b)(3)(b)(ii)|8 usc 1231(b)(3)(b)(ii)|8 usc 1231(b)(3)|8 usc 1231(b)(3)(b)(iv); 8 usc1231(b)(3)(a)|1231(b)(3)(b)(iv); 1231(b)(3)(a)
alaska airlines, inc. v. u.s. dep't of transp., 575 f.3d 750 (d.c. cir. 2009)|39 usc 47107(a)(1)(b)|49 usc 47129(a)(1)|49 usc 47129|49 usc 47107(a)(1)(b)|.
alaska dept. of health and social services v. centers for medicare and medicaid services, 424 f.3d 931, 939-41(9th cir. 2005)|42 usc 1396a(a)(30)(a)|42 usc 1396a(a)(30)(a)|42 usc 1396a(a)|42 usc 1396a(b)|.
alaska wilderness leauge v. u.s. epa, 727 f.3d 934|42 usc 7661c(e)|42 usc 7661c(e)|42 usc 7661c|42 usc 7471; 42 usc 7475(a)(3)(a)|.
albany engineering corp v. f.e.r.c., 548 f.3d 1071, 1074-75(d.c. cir. 2008)|16 usc 803(f)|16 usc 803(f)|16 usc 803|.|.
alhuay v. u.s. atty. gen., 661 f.3d 534,543-44 fn 9(11th cir. 2011)|8 usc 1256(a) |8 usc 1256(a) |8 usc 1256|.|.
ali v. achim, 468 f.3d 462, 468(7th cir. 2006)|8 usc 1158(b)(2)(a)(ii)|8 usc 1158(b)(2)(a)(ii)|8 usc 1158|8 usc 1158(b)(2)(b)(ii); 8 usc 1231(b)(3)(b)|.
ali v. ashcroft, 395 f.3d 722, 729(7th cir. 2005)|8 usc 1101(a)(48)(a)|8 usc 1101(a)(48)(a)|8 usc 1101(a)|8 usc 1231(b)(3)(b)(ii)|
ali v. mukasey, 521 f.3d 737, 739(7th cir. 2008)|8 usc 1182(a)(2)(a)(i)(i)|8 usc 1182(a)(2)(a)|8 usc 1182(a)|.|.
alim v. gonzales, 446 f.3d 1239, 1249-50(11th cir. 2006)|8 usc 1101(a)(48)(a)|8 usc 1101(a)(48)(a)|8 usc 1101(a)(48)|.|.
alliance for community media v. f.c.c., 529 f.3d 763, 776(6th cir. 2008)|47 usc 541(a)(1)|47 usc 541(a)(1)|47 usc 541|47 usc 541(a)(4)(a)|.
alliance for community media v. f.c.c., 529 f.3d 763, 776(6th cir. 2008)|47 usc 541(a)(1)|47 usc 541(a)(1)|47 usc 541|47 usc 541(a)(4)(a)|.
alliance for community media v. f.c.c., 529 f.3d 763, 776(6th cir. 2008)|47 usc 541(a)(1)|47 usc 541(a)(1)|47 usc 541|47 usc 541(a)(4)(a)|.
alliance for community media v. f.c.c., 529 f.3d 763, 776(6th cir. 2008)|47 usc 541(a)(1)|47 usc 541(a)(1)|47 usc 541|47 usc 541(a)(4)(a)|.
alloy piping products, inc. v. kanzen tetsu sdn. bhd, 334 f.3d 1284, 1290-91(fed. cir. 2003)|19 usc 1673d(e)(2000)|19 usc 1673d(e)(2000)|19 usc 1673d|.|.
almeida v. holder, 588 f.3d 778, 783, 785(2d. cir. 2009)|8 usc 1101(a)(43)(g)|8 usc 1101(a)(43)(g)|8 usc101(a)|.|.
altman v. s.e.c., 666 f.3d 1322, 1326(d.c. cir. 2011)|15 usc 78d-3(a)(2)|15 usc 78d-3(a)|15 usc 78d-3|.|.
alvarado v. u.s. atty. gen, 610 f.3d 1311 (11th cir. 2010)|8 usc 1299c(b)(1)|8 usc 1299c(b)(1)|8 usc 1299c|8 cfr 1240.11(b); 8 cfr 1240.11(e)|.
alvin lou media, inc. v. f.c.c., 571 f.3d 1, 8-9(d.c. cir. 2009)|47 usc 309(j)(5)|47 usc 309(j)(5)|47 usc 309|.|.
alwan v. ashcroft, 388 f.3d 507, 510(5th cir. 2004)|8 usc 1101(a)(43)(s)|8 usc 1101(a)(43)(s); 8 usc 1227(a)(2)(a)(iii)|8 usc 1227|18 usc 1503(a)|.
am. bar ass'n v. f.t.c., 430 f.3d 457, 467-471(d.c. cir. 2005)|12 usc 1843(k)|12 usc 1843(k)|12 usc 1843|.|.
am. chemistry council v. e.p.a., 337 f.3d 1060 (d.c. cir. 2003)|42 usc 6903(5)|42 usc 6903(5)|42 usc 6903|42 usc 6903(5)(b); 42 usc 6902(a)(5)|.
am. council on educ. v. f.c.c., 451 f.3d 226, 232, 234(d.c. cir. 2006)|47 usc 1001(8)(b)(ii)|47 usc 1001(8)(b)(ii)|47 usc 1001|47 usc 1001(6)(a)|.
am. elec. power serv. corp. v. f.c.c., 708 f.3d 183, 186, 190(d.c. cir. 2013)|47 usc 224(a)(4)|47 usc 224(a)(4)|47 usc 224|47 usc 153(51); 47 usc 224(a)(5)|.
am. elec. power serv. corp. v. f.c.c., 708 f.3d 183, 186, 190(d.c. cir. 2013)|47 usc 224(a)(4)|47 usc 224(a)(4)|47 usc 224|47 usc 224(e); 47 usc 153(51); 47 usc 224(a)(5)|.
am. equity inv. life ins. co. v. s.e.c., 613 f.3d 166, 167-68(d.c. cir. 2010)|15 usc 77c(a)(8)|15 usc 77c(a)(8); 15 usc 77b(a)(1)|15 usc 77c|15 usc 77s(a)|.
am. fed'n of gov't employees, afl-cio, local 446 v. nicholson, 475 f.3d 341 (d.c. cir. 2007)|38 usc 7422(b)|38 usc 7422(b); 38 usc 7422(d)|38 usc 7422|38 usc 7422(d)|.
am. fed'n of labor & cong. of indus. organizations v. chao, 409 f.3d 377 (d.c. cir. 2005)|29 usc 431(b)(1); 29 usc 431(b)(2); 29 usc 431(b)(6)|29 usc 431(b)|29 usc 431|.|.
am. fed'n of labor & cong. of indus. organizations v. chao, 409 f.3d 377 (d.c. cir. 2005)|29 usc 431(b)(1); 29 usc 431(b)(2); 29 usc 431(b)(6)|29 usc 431(b)|29 usc 431|.|.
am. fed'n of labor & cong. of indus. organizations v. fed. election comm'n, 333 f.3d 168 (d.c. cir. 2003)|29 usc 431(b)(1); 29 usc 431(b)(2); 29 usc 431(b)(6)|29 usc 431(b)|29 usc 431|.|.
am. forest & paper ass'n v. f.e.r.c., 550 f.3d 1179 (d.c. cir. 2008)|16 usc 824a-3(m)(1)(a)(ii)|16 usc 824a-3(m)(1)|16 usc 824a-3|16 usc 824a-3(m)(1)(c)|.
am. trucking associations, inc. v. e.p.a., 600 f.3d 624 (d.c. cir. 2010)|42 usc 7543(e)(2)(a)(ii)|42 usc 7543(e)(2)(a)|42 usc 7543|.|.
amador-palomares v. ashcroft, 382 f.3d 864, 867 (8th cir. 2004)||8 usc 1101(f); 8 usc 1182(a)(2)(d); 8 usc 1182(a)(9)(a)|8 usc 1101; 8 usc 1182||.
amalgamated sugar co. llc v. vilsack, 563 f.3d 822 (9th cir. 2009)|7 usc 1359dd(b)(2)(e)|7 usc 1359dd(b)(2)(e); 7 usc1359dd(b)(2)(f)|7 usc 1359dd|7 usc 1359dd(a); 7 usc 1359dd(b)(2)(c)|.
amber-messick v. u.s., 483 f.3d 1316, 1323-24( fed cir. 2007)|42 usc 3796b(4)|42 usc 3796b(4)|42 usc 3796|42 usc 3796a(2000)|.
american airlines, inc v. transportation sec. admin., 665 f.3d 170, 176(d.c. cir. 2011)|49 usc 44923(a)(1); 49 usc 44923(a)(2); 49 usc 44923(a)(3); 49 usc 44923(a)(4)|49 usc 44923(a)(1); 49 usc 44923(a)(2); 49 usc 44923(a)(3); 49 usc 44923(a)(4)|49 usc 44923|49 usc 44923 note|.
american airlines, inc. v. u.s., 551 f.3d 1294, 1299-1300(fed cir. 2008)|8 usc 1356(f)(1); 8 usc 1356(f)(2)|8 usc 1356(f)(1); 8 usc 1356(f)(2); 8 usc 1356(d)|8 usc 1356|8 usc 1356(f)(3)|.
american ass'n of retired persons v. e.e.o.c., 489 f.3d 558, 565(3d cir. 2007)|29 usc 628|29 usc 628|29 usc 628|.|.
ames const., inc. v. fed. mine safety & health review comm'n, 676 f.3d 1109 (d.c. cir. 2012)|.||||
amoco prod. co. v. watson, 410 f.3d 722(d.c. cir. 2005) aff'd sub nom. bp am. prod. co. v. burton, 549 u.s. 84, 127 s. ct. 638, 166 l. ed. 2d 494(2006)|.||||
anaya-ortiz v. holder, 594 f.3d 673(9th cir. 2010)|.||||
anderson v. u.s. dep't of labor, 422 f.3d 1155(10th cir. 2005)|.||||
anderson v. u.s. dep't of labor, 422 f.3d 1155(10th cir. 2005)|.||||
anna jaques hosp. v. sebelius, 583 f.3d 1(d.c. cir. 2009)|.||||
apotex, inc. v. thompson, 347 f.3d 1335(fed. cir. 2003)|.||||
apotex, inc. v. thompson, 347 f.3d 1335(fed. cir. 2003)|.||||
arellano-garcia v. gonzales, 429 f.3d 1183(8th cir. 2005)|.||||
aremu v. dep't of homeland sec., 450 f.3d 578(4th cir. 2006)|.||||
arenas-yepes v. gonzales, 421 f.3d 111(2d cir. 2005)|.||||
arizona health care cost containment sys. v. mcclellan, 508 f.3d 1243, 1245(9th cir. 2007)|.||||
arkansas dairy co-op ass'n, inc. v. u.s. dep't of agr., 573 f.3d 815(d.c. cir. 2009)|.||||
armstrong v. schwarzenegger, 622 f.3d 1058(9th cir. 2010)|.||||
arnett v. c.i.r., 473 f.3d 790(7th cir. 2007)|.||||
asadi v. g.e. energy(usa), llc, 720 f.3d 620|.||||
ascencio-rodriguez v. holder, 595 f.3d 105(2d cir. 2010)|.||||
asika v. ashcroft, 362 f.3d 264(4th cir. 2004)|.||||
ass'n of admin. law judges v. f.l.r.a., 397 f.3d 957(d.c. cir. 2005)|.||||
ass'n of irritated residents v. u.s. e.p.a., 423 f.3d 989(9th cir. 2005)|.||||
ass'n of irritated residents v. u.s. e.p.a., 686 f.3d 668(9th cir. 2012)|.||||
ass'n of private sector colleges & universities v. duncan, 681 f.3d 427(d.c. cir. 2012)|.||||
ass'n of private sector colleges & universities v. duncan, 681 f.3d 427(d.c. cir. 2012)|.||||
ass'n of private sector colleges & universities v. duncan, 681 f.3d 427(d.c. cir. 2012)|.||||
ass'n of private sector colleges & universities v. duncan, 681 f.3d 427(d.c. cir. 2012)|.||||
ass'n of private sector colleges & universities v. duncan, 681 f.3d 427(d.c. cir. 2012)|.||||
association of battery recyclers, inc. v. e.p.a., 716 f.3d 667|.||||
association of public agency customers v. bonneville power admin, 733 f.3d 939|.||||
association of public agency customers v. bonneville power admin, 733 f.3d 939|.||||
association of public agency customers v. bonneville power admin, 733 f.3d 939|.||||
astrazeneca pharmaceuticals lp v. food & drug admin, 713 f.3d 1134|.||||
at & t inc. v. f.c.c., 452 f.3d 830(d.c. cir. 2006)|.||||
at&t corp. v. f.c.c., 317 f.3d 227(d.c. cir. 2003)|.||||
at&t corp. v. f.c.c., 317 f.3d 227(d.c. cir. 2003)|.||||
auguste v. ridge, 395 f.3d 123(3d cir. 2005)|.||||
augustin v. attorney gen. of u.s., 520 f.3d 264(3d cir. 2008)|.||||
avendano-ramirez v. ashcroft, 365 f.3d 813, 814(9th cir. 2004)|.||||
azanor v. ashcroft, 364 f.3d 1013(9th cir. 2004)|.||||
azarte v. ashcroft, 394 f.3d 1278(9th cir. 2005)|.||||
bah v. ashcroft, 341 f.3d 348, 350-51(5th cir. 2003).|8 usc 1231(b)(3)(b)(i)|8 usc 1231(b)(3)(b)(i)|8 usc 1231||
balogun v. u.s. atty. gen., 425 f.3d 1356, 1361(11th cir. 2005)|8 usc 1101(a)(43)(m)(i)| 8 usc 1101(a)(43)(m)| 8 usc 1101|18 usc 3663(a)|18 usc 3663(a)(2)
bamba v. riley, 366 f.3d 195, 200(3d cir. 2004)|8 usc 1228(b)(2)(a)|8 usc 1228(b)(2)(a)|8 usc 1228|8 usc 1227(a)(2)(a)(iii)|8 usc 1227(a)(2)(a)(iii)
banda-ortiz v. gonzales, 445 f.3d 387, 389(5th cir. 2006)|.|8 usc 1229c(d)|8 usc 1229c|8 usc 1129c(a)(1); 8 usc 1229a©(6)(a)|
baptist health v. thompson, 458 f.3d 768, 776(8th cir. 2006)|42 usc 1395ww(a)(4)|42 usc 1395ww(a)(4)|42 usc 1395ww||
barahona v. holder, 691 f.3d 349, 354(4th cir. 2012)|8 usc 1182(a)(3)(b)(iv)(vi)|8 usc 1182(a)(3)(b)(iv)(vi)|8 usc 1182|8 usc 1182(d)(3)(b)|8 usc 1182(d)(3)(b)(i)
barrera-quintero v. holder, 699 f.3d 1239, 1243-44, 1245(10th cir. 2012)|8 usc 1229b(d)(2)|8 usc 1229b(d)|8 usc 1229b||
barroso v. gonzales, 429 f.3d 1195, 1207(9th cir. 2005)|.|8 usc 1229c(b)|8 usc 1229c||
bayo v. napolitano, 593 f.3d 495, 501(7th cir. 2010)|.|8 usc 1187(a); 8 usc 1187(b)|8 usc 1187||
bcca appeal grp. v. u.s. e.p.a., 355 f.3d 817, 841-42(5th cir. 2003)|42 usc 7410(a)(2)(a); 42 usc 750(c)(6)|42 usc 7410(a)(2)(a); 42 usc 7502(c)(6)|42 usc 7410; 42 usc 7502||
bcca appeal grp. v. u.s. e.p.a., 355 f.3d 817, 841-42(5th cir. 2003)|42 usc 7511a(c)(2)(a)|42 usc 7511a(c)(2)(a)|42 usc 7511a||
bd. of trustees of trucking employees of n. jersey welfare fund, inc.-pension fund v. kero leasing corp., 377 f.3d 288, 304(3d cir. 2004)|.|29 usc 1399(c)(2)|29 usc 1399||
bear lake watch, inc. v. f.e.r.c., 324 f.3d 1071, 1074(9th cir. 2003)|16 usc 797(e); 16 usc 796(11)|16 usc 797(e); 16 usc 796(11)|16 usc 797; 16 usc 796||
beck v. city of cleveland, ohio, 390 f.3d 912, 920(6th cir. 2004)|29 usc 207(o)(5)(b)|29 usc 207(o)(5)|29 usc 207|29 usc 207(o)(1); 29 usc 207(o)(3)|29 usc 207(o)(1)
beecher v. c.i.r., 481 f.3d 717, 722(9th cir. 2007)|26 usc 469(l)(3)|26 usc 469(l)(3)|26 usc 469||
beeler v. astrue, 651 f.3d 954, 962(8th cir. 2011)|42 usc 416(e)|42 usc 416(e)|42 usc 416|42 usc 416(h)|
bellevue hosp. ctr. v. leavitt, 443 f.3d 163, 167(2d cir. 2006)|42 usc 1395ww(d)(3)(e)(i)|42 usc 1395ww(d)(3)(e)|42 usc 1395ww||
bellevue hosp. ctr. v. leavitt, 443 f.3d 163, 178-79(2d cir. 2006)|.|42 usc 1395ww(d)(3)(e), uncodified amendment|42 usc 1395ww||
bellsouth telecommunications, inc. v. mcimetro access transmission servs., inc., 317 f.3d 1270, 1277(11th cir. 2003)|47 usc 252(e)(6)|47 usc 252(e)(6)|47 usc 252|47 usc 252(e)(4)|47 usc 252(e)(4)
bellum v. pce constructors, inc., 407 f.3d 734, 740(5th cir. 2005)|29 usc 2611(2)(b)(ii)|29 usc 2611(2)(b)|29 usc 2611||
benaouicha v. holder, 600 f.3d 795, 796(7th cir. 2010)||8 usc 1229b(b)(2)|8 usc 1229b||
berneike v. citimortgage, inc., 708 f.3d 1141, 1148-49(10th cir. 2013)|12 usc 2605(e)(1)|12 usc 2605(e)|12 usc 2605||
beverly health & rehab. servs., inc. v. n.l.r.b., 317 f.3d 316, 321(d.c. cir. 2003) judgment entered, 01-1405, 2002 wl 32066471(d.c. cir. mar. 14, 2003)|29 usc 158(g)|29 usc 158(g)|29 usc 158||
bhd. of r.r. signalmen v. surface transp. bd., 638 f.3d 807, 812-13(d.c. cir. 2011)|49 usc 10901(a)|49 usc 10901(a)|49 usc 10901|49 usc 10102(5)|49 usc 10102(5)
bianchi trison corp. v. chao, 409 f.3d 196, 206-07(3d cir. 2005)|.|no subsection of a statute interpreted, only that of a cfr regulation|29 usc 655||
big ridge, inc. v. federal mine safety and health review com'n, 715 f.3d 631|30 usc 813(h)|30 usc 813(h)|30 usc 813|30 usc 813(a)|
billings v. united states, 322 f.3d 1328, 1333-34(fed. cir. 2003)|29 usc 213(a)(1)|29 usc 213(a)(1)|29 usc 213||
bio-med. applications of tennessee, inc. v. cent. states se. & sw. areas health & welfare fund, 656 f.3d 277, 282(6th cir. 2011)|42 usc 1395y(b)(1)(a)(i)(i)|42 usc 1395y(b)(1)(a)(i)|42 usc 1395y|42 usc 1395y(b)(1)(c)(i)|
bio-med. applications of tennessee, inc. v. cent. states se. & sw. areas health & welfare fund, 656 f.3d 277, 282(6th cir. 2011)|42 usc 1395y(b)(2)(b)(ii)|42 usc 1395y(b)(2)(b)(ii)|42 usc 1395y||
birdsong v. holder, 641 f.3d 957, 961(8th cir. 2011)|.|8 usc 1255(d); 8 usc 1255(i)(1)|8 usc 1255|8 usc 1255(a)|
black oak energy, llc v. f.e.r.c., 725 f.3d 230|16 usc 825l(a)|16 usc 825l(a)|18 usc 825l||
black v. educ. credit mgmt. corp., 459 f.3d 796, 799, 800-01(7th cir. 2006)|20 usc 1091a(b)(1)|20 usc 1091a(b)|20 usc 1091a||
blackmon-malloy v. u.s. capitol police bd., 575 f.3d 699, 709-10(d.c. cir. 2009)|2 usc 1403(b)(2)|2 usc 1403(b)|2 usc 1403|2 usc 1402(a)|
blake v. carbone, 489 f.3d 88, 100(2d cir. 2007)||8 usc 1182(c)- repealed|8 usc 1182- repealed||
blanco de belbruno v. ashcroft, 362 f.3d 272, 280(4th cir. 2004)|.|8 usc 1103(a)|8 usc 1103|8 usc 1158(d)(5)(a)(iii)-(iv); 8 usc 1101(a)(47(b)|
blandino-medina v. holder, 712 f.3d 1338|8 usc 1231(b)(3)(b)(iv)|8 usc 1231(b)(3)(b)(iv)|8 usc 1231|8 usc 1158(b)|8 usc 1158(b)(2)(a)(ii)
blue ridge enviornmental defense league v. nuclear regulatory com'n., 716 f.3d 183(d.c. cir. 2013)|.|42 usc 2235(b); 42 usc 2239(a)|42 usc 2235; 42 usc 2239||
bluewater network v. e.p.a., 370 f.3d 1, 11, 13(d.c. cir. 2004)|.|44 usc 7547(a)|44 usc 7547||
bluewater network v. e.p.a., 370 f.3d 1, 11, 13(d.c. cir. 2004)|42 usc 7547(a)(1)|45 usc 7547(a)|45 usc 7547||
bluewater network v. e.p.a., 370 f.3d 1, 11, 13(d.c. cir. 2004)|42 usc 7547(a)(2)|43 usc 7547(a)|43 usc 7547||
bluewater network v. e.p.a., 370 f.3d 1, 11, 13(d.c. cir. 2004)|42 usc 7547(a)(2)|43 usc 7547(a)|43 usc 7547||
bluewater network v. e.p.a., 370 f.3d 1, 11, 13(d.c. cir. 2004)|42 usc 7547(a)(3)|42 usc 7547(a)|42 usc 7547||
bluewater network v. e.p.a., 372 f.3d 404, 411(d.c. cir. 2004)|.|42 usc 7547(a)(3)|42 usc 7547|42 usc 7547(b)|
bobadilla v. holder, 679 f.3d 1052, 1057(8th cir. 2012)|8 usc 1227(a)(2)(a)(ii)|8 usc 1227(a)(2)(a)(ii)|8 usc 1227||
bodansky v. fifth on park condo, llc, 635 f.3d 75, 85-86(2d cir. 2011)|15 u.s.c. §1702(b)(1)|15 u.s.c §1702(b)(1)|15 u.s.c §1702||
bokhari v. holder, 622 f.3d 357, 359(5th cir. 2010)|8 u.s.c. §1255(k)(2)(a), 1255(c)(2), 8 c.f.r. §1245.1(d)(1)(ii) |8 u.s.c. §1255(k)(2)(a), 1255(c)(2), 8 c.f.r. §1245.1(d)(1)(ii) |8 u.s.c. §1255, 8 c.f.r. §1245.1||
boluk v. holder, 642 f.3d 297, 302(2d cir. 2011)|8 u.s.c §1186a(c)(4)(b)|8 u.s.c §1186a(c)(4)(b)|8 u.s.c §1186a||
boluk v. holder, 642 f.3d 297, 302(2d cir. 2011)|8 u.s.c §1186a(c)(4)(b)|8 u.s.c §1186a(c)(4)(b)|8 u.s.c §1186a||
bona v. gonzales, 425 f.3d 663, 670-71(9th cir. 2005)|8 u.s.c. 1255(a)|8 u.s.c. 1255(a)|8 u.s.c. 1255||
bonneville power admin. v. f.e.r.c., 422 f.3d 908, 920(9th cir. 2005)|16 usc §824(b)(1),(e)|16 usc §824(b)(1),(e)|16 usc §824||
bonnichsen v. united states, 367 f.3d 864, 877(9th cir. 2004)|25 u.s.c. §3001(a)|25 u.s.c. §3001(a)|25 u.s.c. §3001||
bowman v. united states, 564 f.3d 765, 772(6th cir. 2008)|10 u.s.c. §1143a(g)|10 u.s.c. §1143a(g)|10 u.s.c. §1143a||
bp west coast prods, llc v. ferc, 374 f.3d 1263|epact §1803|epact §1803|||
bp west coast prods, llc v. ferc, 374 f.3d 1263|epact § 1803(a).  |epact § 1803(a).  |epact § 1803||
bp west coast prods, llc v. ferc, 374 f.3d 1263|||||
bracamontes v. holder, 675 f.3d 380, 390(4th cir. 2012)|8 u.s.c. §1182(h)|8 u.s.c. §1182(h)|8 u.s.c. §1182||
brazoria cnty., tex. v. e.e.o.c., 391 f.3d 685, 693(5th cir. 2004)|42 usc. § 2000e-16b|42 usc. § 2000e-16b|||
briseno-flores v. attorney gen. of u.s., 492 f.3d 226, 231(3d cir. 2007)|8 usc 1129b(d)|8 usc 1129b(d)|8 usc 1129b||
brissett v. ashcroft, 363 f.3d 130, 133-34(2d cir. 2004)|: 8 usc 1432(a)(3)|: 8 usc 1432(a)(3)|: 8 usc 1432||
brownlee v. dyncorp., 349 f.3d 1343, 1355(fed. cir. 2003)|far 31.205–47(b)|far 31.205–47(b)|far 31.205–47||
bruh v. bessemer venture partners iii l.p., 464 f.3d 202, 214(2d. cir. 2006)|240.16b-7 |240.16b-7 |||
brumfield v. city of chicago, 735 f.3d 619, 625(7th cir. 2013)|42 u.s.c. § 12132.|42 u.s.c. § 12132.|42 u.s.c. § 12132.||
bryant v. dollar gen. corp., 538 f.3d 394, 401(6th cir. 2008)|29 usc §2615(a)(2)|29 usc §2615(a)(2)|29 usc §2615||
buckner v. florida habilitation network, inc., 489 f.3d 1151, 1155-56(11th cir. 2007)|29 cfr 552.109(a), 552.3|29 cfr 552.109(a), 552.3|29 cfr 552.109, 552.3||
buffalo marine servs. inc. v. united states, 663 f.3d 750, 757(5th cir. 2011)|33 usc 2703(a)(3)|33 usc 2703(a)|33 usc 2703||
bull v. united states, 479 f.3d 1365, 1376(fed. cir. 2007)|19 usc 267(a)|19 usc 267(a)|19 usc 267||
